StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Intro,Repeat,Incognito,Promptly,18orOlder,Understood,WantToContinue,Age,Gender,Country,EdLevel,Major,Browser_Browser,Browser_Version,Browser_Operating System,Browser_Resolution,EdOther,workerId,hitID,assignmentId,sessionID,FL_70_DO
1/27/2021 14:16,1/27/2021 14:22,IP Address,173.225.145.75,100,363,TRUE,1/27/2021 14:22,R_RWRiWcLKBHSWdQR,,,,,45.73640442,-94.165802,anonymous,EN,A3LT7W355XOAKF,TRUE,TRUE,TRUE,Yes,Yes,Yes,64,Male,United States of America,4-year College Degree,Industrial Engineering,Firefox,84,Windows NT 6.1,1728x1080,,A3LT7W355XOAKF,3ZG552ORAM4VGNGZ0IFD796W5182VP,3X1FV8S5JXRNH1M0PZ54XXWS5C0VGR,mediumfov,FL_79
1/20/2021 14:23,1/20/2021 14:24,IP Address,99.157.102.220,25,28,FALSE,1/27/2021 14:24,R_2uJKKRhLw75uomV,,,,,,,anonymous,EN,A7204W9E8IR1R,TRUE,TRUE,TRUE,,,,,,,,,,,,,,A7204W9E8IR1R,30UZJB2POHC33BX3YRB5MLHPYL353H,3B837J3LDOWYEZEABFUBLEQS7WNSRE,FS_2uJKKRhLw75uomV,
1/27/2021 14:24,1/27/2021 14:25,IP Address,173.225.145.75,100,78,TRUE,1/27/2021 14:25,R_1irJNFSCrMlmQJ8,,,,,45.73640442,-94.165802,anonymous,EN,A3LT7W355XOAKF,TRUE,TRUE,TRUE,Yes,Yes,Yes,64,Male,United States of America,4-year College Degree,Industrial Engineering,Chrome,87.0.4280.141,Windows NT 6.1,1376x860,,A3LT7W355XOAKF,3ZG552ORAM4VGNGZ0IFD796W5182VP,3X1FV8S5JXRNH1M0PZ54XXWS5C0VGR,easymap,FL_78
1/27/2021 14:17,1/27/2021 14:26,IP Address,67.183.224.48,100,508,TRUE,1/27/2021 14:26,R_1g6kMdqvwRSPdcg,,,,,47.64619446,-117.2657013,anonymous,EN,A37P8UZ3SAKM7A,TRUE,TRUE,TRUE,Yes,Yes,Yes,54,Male,United States of America,Some College,Humanities,Chrome,87.0.4280.109,CrOS x86_64 13505.73.0,1366x768,,A37P8UZ3SAKM7A,3ZG552ORAM4VGNGZ0IFD796W5182VP,3S0TNUHWKTIMU5GWFGTMZY9NHMK8DQ,easymap,FL_78
1/27/2021 14:22,1/27/2021 14:27,IP Address,172.116.237.117,100,272,TRUE,1/27/2021 14:27,R_2qlSdiwfLrqRdu0,,,,,33.87890625,-117.5353012,anonymous,EN,A2DWW49I426EFH,TRUE,TRUE,TRUE,Yes,Yes,Yes,27,Female,United States of America,2-year College Degree,business,Chrome,87.0.4280.141,Windows NT 10.0,1280x720,,A2DWW49I426EFH,3JTPR5MTZSC9Z95AJX3437YR9DS5K7,3DI28L7YXAE9BBABCQVRQ6403SFE15,mediumfov,FL_79
1/27/2021 14:20,1/27/2021 14:27,IP Address,71.139.113.117,100,418,TRUE,1/27/2021 14:27,R_3QM0jtvE0hOvuww,,,,,35.50289917,-97.47979736,anonymous,EN,A1ZAG3PSITDO8W,TRUE,TRUE,TRUE,Yes,Yes,Yes,36,Female,United States of America,Some College,Surgical/Medical,Chrome,87.0.4280.141,Windows NT 10.0,1920x1080,,A1ZAG3PSITDO8W,34KYK9TV2R89C8ZRPG3JXFPT03QSBB,3R6BYFZZP7C97QV0EU043XT1K89FXG,hardfov,FL_81
1/27/2021 14:26,1/27/2021 14:28,IP Address,97.115.110.250,100,109,TRUE,1/27/2021 14:28,R_3PoW1NmTj0soNBZ,,,,,45.54719543,-122.6417007,anonymous,EN,A1OBB3PWYWK9KK,TRUE,TRUE,TRUE,Yes,Yes,Yes,29,Female,United States of America,4-year College Degree,political science,Chrome,85.0.4183.121,Windows NT 6.1,1536x864,,A1OBB3PWYWK9KK,34KYK9TV2R89C8ZRPG3JXFPT03QSBB,3ATPCQ38J8A3B4428A0E8APJPYQAY4,hardmap,FL_82
1/27/2021 14:26,1/27/2021 14:29,IP Address,66.8.204.253,100,188,TRUE,1/27/2021 14:29,R_2P0Rs22Eh6mAt1o,,,,,20.90710449,-156.3000031,anonymous,EN,A26WVAVVE1RM47,TRUE,TRUE,TRUE,Yes,Yes,Yes,27,Female,United States of America,Some College,Business,Chrome,87.0.4280.141,Windows NT 10.0,1280x720,,A26WVAVVE1RM47,3JTPR5MTZSC9Z95AJX3437YR9DS5K7,3E7TUJ2EGCMM8AZ6K8Z0ZU4Y1S2D9K,mediummap,FL_80
1/27/2021 14:25,1/27/2021 14:32,IP Address,174.197.21.23,100,441,TRUE,1/27/2021 14:32,R_25RgUnWsYt6rvDe,,,,,29.48730469,-98.45320129,anonymous,EN,AMI8H1U9OH4SM,TRUE,TRUE,TRUE,Yes,Yes,Yes,50,Female,United States of America,Masters Degree,education,Chrome,87.0.4280.141,Windows NT 10.0,1536x864,,AMI8H1U9OH4SM,35F6NGNVM8JNPW9G1ZWT2IZJJWE7TU,3L70J4KAZGM0DT9BCED0VPFI7AKDAZ,easyfov,FL_77
1/27/2021 14:25,1/27/2021 14:33,IP Address,72.238.214.45,100,500,TRUE,1/27/2021 14:33,R_2dHciAyxagpOEi9,,,,,28.77389526,-81.64630127,anonymous,EN,A3SETW6ELRDABV,TRUE,TRUE,TRUE,Yes,Yes,Yes,40,Female,United States of America,2-year College Degree,Business Management  ,Chrome,87.0.4280.141,Windows NT 10.0,1366x768,,A3SETW6ELRDABV,3ZG552ORAM4VGNGZ0IFD796W5182VP,3WJ1OXY92AGOWYDKV62K9X1HWJN8AO,hardfov,FL_81
1/27/2021 14:33,1/27/2021 14:34,IP Address,100.36.133.136,100,66,TRUE,1/27/2021 14:34,R_5vx0betKVVupV9D,,,,,38.76019287,-77.30639648,anonymous,EN,A7SXWHGK8B40R,TRUE,TRUE,TRUE,Yes,Yes,Yes,24,Male,United States of America,4-year College Degree,IT,Chrome,88.0.4324.104,Windows NT 10.0,1440x900,,A7SXWHGK8B40R,3JTPR5MTZSC9Z95AJX3437YR9DS5K7,39L1G8WVWQR61DUEN6EV7F03C3P131,mediummap,FL_80
1/27/2021 14:44,1/27/2021 14:46,IP Address,71.223.98.148,100,125,TRUE,1/27/2021 14:46,R_3oYNbHGLHtL2YWu,,,,,33.25160217,-111.7005997,anonymous,EN,A28IFWT5CR33RZ,TRUE,TRUE,TRUE,Yes,Yes,Yes,26,Male,United States of America,4-year College Degree,Biology,Chrome,87.0.4280.141,Windows NT 6.1,1360x768,,A28IFWT5CR33RZ,34KYK9TV2R89C8ZRPG3JXFPT03QSBB,39OWYR0EPKRY7VLAJQM6MB0AME3FYM,hardmap,FL_82
1/27/2021 14:45,1/27/2021 14:47,IP Address,67.240.100.37,100,167,TRUE,1/27/2021 14:47,R_UWH9ueJj9A0uach,,,,,43.32380676,-73.67720032,anonymous,EN,ATP2BJPDK4K2B,TRUE,TRUE,TRUE,Yes,Yes,Yes,29,Female,United States of America,High School / GED,Medical Engineering,Chrome,88.0.4324.104,Windows NT 10.0,1536x864,,ATP2BJPDK4K2B,3ZG552ORAM4VGNGZ0IFD796W5182VP,31N2WW6R9RQXRSOMU5TGWH4XDD8F3G,easymap,FL_78
1/27/2021 14:50,1/27/2021 14:52,IP Address,108.50.246.131,100,89,TRUE,1/27/2021 14:52,R_2zMAnpXPwqolb5o,,,,,40.45509338,-74.48709869,anonymous,EN,A49WTQG4MBT9Z,TRUE,TRUE,TRUE,Yes,Yes,Yes,30,Male,United States of America,4-year College Degree,Criminal Justice,Chrome,87.0.4280.141,Windows NT 10.0,1536x864,,A49WTQG4MBT9Z,3JTPR5MTZSC9Z95AJX3437YR9DS5K7,3R9WASFE2ZGYCLVFFCOP0I9CS87FZD,mediumfov,FL_79
1/27/2021 14:51,1/27/2021 14:52,IP Address,162.193.23.43,100,110,TRUE,1/27/2021 14:52,R_2PBf6Ep2CVqiSgn,,,,,29.69180298,-95.65260315,anonymous,EN,A1ATL3G98SFW4V,TRUE,TRUE,TRUE,Yes,Yes,Yes,30,Male,United States of America,4-year College Degree,math,Chrome,88.0.4324.104,Windows NT 10.0,1920x1080,,A1ATL3G98SFW4V,3JTPR5MTZSC9Z95AJX3437YR9DS5K7,3SBEHTYCWN3IHMN0KYSRP8D226VYIW,easyfov,FL_77
1/27/2021 14:52,1/27/2021 14:53,IP Address,24.250.65.59,100,107,TRUE,1/27/2021 14:54,R_2v8tbmbfY8bEAe0,,,,,30.65510559,-91.13659668,anonymous,EN,A2S518IHNURM3D,TRUE,TRUE,TRUE,Yes,Yes,Yes,48,Male,United States of America,4-year College Degree,Yes,Chrome,87.0.4280.141,Windows NT 10.0,1366x768,,A2S518IHNURM3D,34KYK9TV2R89C8ZRPG3JXFPT03QSBB,3R08VXYT7CVH3XB4M666DM2DDIKW70,hardmap,FL_82
1/27/2021 14:45,1/27/2021 14:55,IP Address,162.210.194.10,100,555,TRUE,1/27/2021 14:55,R_2bIhkpfgekCk7n3,,,,,37.75100708,-97.8219986,anonymous,EN,A2NHFSO7GMM8QR,TRUE,TRUE,TRUE,Yes,Yes,Yes,31,Female,United States of America,4-year College Degree,economics,Chrome,88.0.4324.104,Windows NT 10.0,1366x768,,A2NHFSO7GMM8QR,3JTPR5MTZSC9Z95AJX3437YR9DS5K7,3IRIK4HM3AKPLZRUM51DVEVEQRIC68,mediummap,FL_80
1/27/2021 14:55,1/27/2021 14:56,Spam,162.210.194.10,100,73,TRUE,1/27/2021 14:56,R_1rppsonSOAc4kc4,,,,,37.75100708,-97.8219986,anonymous,EN,A2NHFSO7GMM8QR,TRUE,TRUE,TRUE,Yes,Yes,Yes,31,Female,United States of America,4-year College Degree,economics,Chrome,88.0.4324.104,Windows NT 10.0,1366x768,,A2NHFSO7GMM8QR,3JTPR5MTZSC9Z95AJX3437YR9DS5K7,3IRIK4HM3AKPLZRUM51DVEVEQRIC68,easymap,FL_78
1/27/2021 14:51,1/27/2021 14:58,IP Address,104.49.245.128,100,425,TRUE,1/27/2021 14:58,R_3oH3UBpnaSnZKPH,,,,,38.22000122,-85.69419861,anonymous,EN,A1TPGXT718D68E,TRUE,TRUE,TRUE,Yes,Yes,Yes,41,Female,United States of America,4-year College Degree,"Business, Finance, Logistics, Supply Chain Management",Chrome,88.0.4324.104,Windows NT 10.0,1366x768,,A1TPGXT718D68E,3ZG552ORAM4VGNGZ0IFD796W5182VP,352YTHGROVD2NKYWP9MZ978G7SIH42,easyfov,FL_77
1/27/2021 14:55,1/27/2021 14:58,IP Address,75.22.103.98,100,162,TRUE,1/27/2021 14:58,R_2xLz2wC6EWfAI6E,,,,,40.11039734,-83.11309814,anonymous,EN,AGRKG3YT3KMD8,TRUE,TRUE,TRUE,Yes,Yes,Yes,35,Male,United States of America,4-year College Degree,Biology,Chrome,87.0.4280.141,Windows NT 10.0,1536x864,,AGRKG3YT3KMD8,3JTPR5MTZSC9Z95AJX3437YR9DS5K7,3SBEHTYCWN3IHMN0KYSRP8D226VYIW,hardfov,FL_81
1/27/2021 15:11,1/27/2021 15:17,IP Address,97.102.64.181,100,379,TRUE,1/27/2021 15:17,R_b94msqNzpgyBMsN,,,,,28.03179932,-80.59580231,anonymous,EN,A3B2YRXL26RPVH,TRUE,TRUE,TRUE,Yes,Yes,Yes,61,Female,United States of America,Masters Degree,Library Science,Chrome,87.0.4280.141,Windows NT 10.0,1366x768,,A3B2YRXL26RPVH,3JTPR5MTZSC9Z95AJX3437YR9DS5K7,3JJVG1YBEBXASQZA3MVDSOBWCBAB5N,mediumfov,FL_79
1/27/2021 15:21,1/27/2021 15:23,IP Address,74.75.87.223,100,147,TRUE,1/27/2021 15:23,R_3ikC7fc9TGYAMBY,,,,,42.96299744,-72.29290009,anonymous,EN,AIUKV0KVALMY6,TRUE,TRUE,TRUE,Yes,Yes,Yes,35,Female,United States of America,High School / GED,none,Chrome,87.0.4280.141,Windows NT 6.3,1920x1080,,AIUKV0KVALMY6,3JTPR5MTZSC9Z95AJX3437YR9DS5K7,3IRIK4HM3AKPLZRUM51DVEVEQRIC68,mediummap,FL_80
1/27/2021 15:40,1/27/2021 15:43,IP Address,173.94.105.255,100,178,TRUE,1/27/2021 15:43,R_2ZJOOuA4H60efjQ,,,,,36.18249512,-79.81030273,anonymous,EN,AGWWUXDX6CI38,TRUE,TRUE,TRUE,Yes,Yes,Yes,23,Female,United States of America,4-year College Degree,business,Chrome,87.0.4280.141,Macintosh,1280x800,,AGWWUXDX6CI38,3ZG552ORAM4VGNGZ0IFD796W5182VP,3F0BG9B9MPNLS26417OUYJNTOQOY75,easymap,FL_78
1/27/2021 15:40,1/27/2021 15:44,IP Address,73.144.104.225,100,229,TRUE,1/27/2021 15:44,R_1qffqArN59yHsZt,,,,,42.64109802,-83.04499817,anonymous,EN,A33VGSEJ44ORMF,TRUE,TRUE,TRUE,Yes,Yes,Yes,56,Female,United States of America,2-year College Degree,nursing,Chrome,87.0.4280.141,Windows NT 10.0,1920x1080,,A33VGSEJ44ORMF,3ZG552ORAM4VGNGZ0IFD796W5182VP,3MTMREQS4VIZMZ92T9IQND43EQVAWA,easyfov,FL_77
1/27/2021 15:41,1/27/2021 15:46,IP Address,173.168.103.71,100,339,TRUE,1/27/2021 15:47,R_332vpJtxH32akY2,,,,,28.46429443,-82.59980011,anonymous,EN,A3PFB892WE3BV5,TRUE,TRUE,TRUE,Yes,Yes,Yes,70,Female,United States of America,4-year College Degree,Chemistry,Chrome,88.0.4324.104,Windows NT 10.0,1920x1080,,A3PFB892WE3BV5,34KYK9TV2R89C8ZRPG3JXFPT03QSBB,3ZQIG0FLQEGJENC0449MJ0IGZ0VVWV,hardmap,FL_82
1/27/2021 16:07,1/27/2021 16:13,IP Address,24.95.181.46,100,366,TRUE,1/27/2021 16:13,R_1BWNwC6sZRahU8a,,,,,38.47360229,-82.64129639,anonymous,EN,A3LVLZS8S41ZD7,TRUE,TRUE,TRUE,Yes,Yes,Yes,48,Female,United States of America,4-year College Degree,Information management,Chrome,87.0.4280.141,Windows NT 10.0,1280x768,,A3LVLZS8S41ZD7,34KYK9TV2R89C8ZRPG3JXFPT03QSBB,3VA45EW49NNVN2N064YNVIYE7URO1P,mediumfov,FL_79
1/27/2021 16:08,1/27/2021 16:21,IP Address,47.210.8.68,100,754,TRUE,1/27/2021 16:21,R_5oqj9wjJ4vArsZP,,,,,32.543396,-93.70110321,anonymous,EN,A2ML0070M8FDK1,TRUE,TRUE,TRUE,Yes,Yes,Yes,61,Female,United States of America,Some College,business,Chrome,87.0.4280.141,Windows NT 6.1,1366x768,,A2ML0070M8FDK1,3ZG552ORAM4VGNGZ0IFD796W5182VP,37W3JXSD6680IH759FW6QZMAHI4YWG,hardfov,FL_81
1/27/2021 16:03,1/27/2021 16:23,IP Address,96.33.153.183,100,1191,TRUE,1/27/2021 16:23,R_3PdZghHK9mGt0LO,,,,,30.44299316,-90.43859863,anonymous,EN,A1NFBKUYYVUYWF,TRUE,TRUE,TRUE,Yes,Yes,Yes,59,Female,United States of America,Masters Degree,library science,Chrome,88.0.4324.104,Windows NT 10.0,1088x615,,A1NFBKUYYVUYWF,34KYK9TV2R89C8ZRPG3JXFPT03QSBB,3S3AMIZX3U5O6869WS9R1K567D5DC1,hardfov,FL_81
1/27/2021 16:39,1/27/2021 16:40,IP Address,76.107.34.15,100,63,TRUE,1/27/2021 16:40,R_RkjR74D7vuCdijn,,,,,32.39039612,-93.71170044,anonymous,EN,AUAN582MLI96N,TRUE,TRUE,TRUE,Yes,Yes,Yes,42,Male,United States of America,Masters Degree,business,Chrome,87.0.4280.141,Windows NT 10.0,1366x768,,AUAN582MLI96N,3ZG552ORAM4VGNGZ0IFD796W5182VP,32SVAV9L3F92V17EJP7OIGT6GX13AX,mediummap,FL_80
1/20/2021 16:04,1/20/2021 16:42,IP Address,192.180.12.203,95,2236,FALSE,1/27/2021 16:43,R_eKhZpOl4yjAD1lL,,,,,,,anonymous,EN,A37JC45Y9GLSA7,TRUE,TRUE,TRUE,Yes,Yes,Yes,22,Male,United States of America,Some College,computer science ,Chrome,87.0.4280.141,Windows NT 10.0,1920x1080,,A37JC45Y9GLSA7,3QQUBC64ZEEJ9YANMGEFNI6FW15NXQ,3IXQG4FA2TYTTD1M6C8U44GYXNZB9F,FS_eKhZpOl4yjAD1lL,
1/27/2021 17:09,1/27/2021 17:11,IP Address,68.100.233.100,100,146,TRUE,1/27/2021 17:11,R_2ziOxb2zzpZDlNI,,,,,38.84519958,-77.46510315,anonymous,EN,A3HRK1AVZ4QSYL,TRUE,TRUE,TRUE,Yes,Yes,Yes,29,Male,United States of America,Some College,engineering,Chrome,88.0.4324.104,Windows NT 10.0,1366x768,,A3HRK1AVZ4QSYL,3JTPR5MTZSC9Z95AJX3437YR9DS5K7,3TK8OJTYM1LTUEFZSIVRR6AK644VPE,easymap,FL_78
1/27/2021 17:10,1/27/2021 17:14,IP Address,173.48.36.185,100,286,TRUE,1/27/2021 17:15,R_1Q9LXqHUoMDNiuK,,,,,42.72869873,-71.18340302,anonymous,EN,A3JAM040VWXHDO,TRUE,TRUE,TRUE,Yes,Yes,Yes,50,Female,United States of America,4-year College Degree,Chemical Engineering,Firefox,85,Windows NT 10.0,1708x960,,A3JAM040VWXHDO,34KYK9TV2R89C8ZRPG3JXFPT03QSBB,3M0NZ3JDP1Y6AO2Q90BGE6IZ3FC5Z5,mediumfov,FL_79
1/27/2021 17:39,1/27/2021 17:45,IP Address,63.155.87.113,100,314,TRUE,1/27/2021 17:45,R_3MbtiqZPUVvBtql,,,,,44.09910583,-123.1371002,anonymous,EN,A26RO8GGTQAXGG,TRUE,TRUE,TRUE,Yes,Yes,Yes,57,Female,United States of America,4-year College Degree,Art,Firefox,85,Windows NT 10.0,1366x768,,A26RO8GGTQAXGG,34KYK9TV2R89C8ZRPG3JXFPT03QSBB,3C8HJ7UOP7U4IVNW1ZS2V8TLPAUMZ4,hardmap,FL_82
1/28/2021 11:15,1/28/2021 11:21,IP Address,24.243.244.130,100,413,TRUE,1/28/2021 11:21,R_3qexLSb0C1fFDmT,,,,,31.19929504,-97.93039703,anonymous,EN,A3AGU4FBSDDVYS,TRUE,TRUE,TRUE,Yes,Yes,Yes,63,Female,United States of America,High School / GED,business,Chrome,87.0.4280.152,CrOS x86_64 13505.111.0,1536x864,,A3AGU4FBSDDVYS,3XDSWAMB22SG9XCKBCA9DZGA00YQCK,3MAOD8E57QALVI8HCIJHB22AM1RXN5,easyfov,FL_77
1/28/2021 11:19,1/28/2021 11:22,IP Address,71.234.233.198,100,173,TRUE,1/28/2021 11:22,R_1gq3snY1X0kbxnX,,,,,41.31860352,-72.93019867,anonymous,EN,A1TARNH07A75CG,TRUE,TRUE,TRUE,Yes,Yes,Yes,29,Male,United States of America,4-year College Degree,accounting ,Chrome,88.0.4324.104,Windows NT 10.0,1118x894,,A1TARNH07A75CG,3XDSWAMB22SG9XCKBCA9DZGA00YQCK,3I7DHKZYGN0057BQ8OH9BE2HRBWF57,easymap,FL_78
1/28/2021 11:15,1/28/2021 11:23,IP Address,69.248.118.136,100,494,TRUE,1/28/2021 11:23,R_2rNkaijAmlKR72s,,,,,40.75819397,-74.99140167,anonymous,EN,A1NVJB5O4H7ZCJ,TRUE,TRUE,TRUE,Yes,Yes,Yes,57,Female,United States of America,2-year College Degree,it,Chrome,87.0.4280.141,Windows NT 10.0,1920x1080,,A1NVJB5O4H7ZCJ,3XDSWAMB22SG9XCKBCA9DZGA00YQCK,39LOEL67OS5OCDEZMRNAMPNBQBS38O,hardfov,FL_81
1/28/2021 11:20,1/28/2021 11:23,IP Address,67.245.221.206,100,217,TRUE,1/28/2021 11:23,R_5C33rgnToXGEQtr,,,,,41.72180176,-74.41410065,anonymous,EN,A269JN2RQ3NQHK,TRUE,TRUE,TRUE,Yes,Yes,Yes,25,Male,United States of America,High School / GED,IT,Chrome,88.0.4324.104,Windows NT 10.0,2048x1152,,A269JN2RQ3NQHK,3XDSWAMB22SG9XCKBCA9DZGA00YQCK,3WJEQKOXA826LYTZWLT5UNE9IFEA17,easyfov,FL_77
1/28/2021 11:18,1/28/2021 11:23,IP Address,98.192.156.105,100,303,TRUE,1/28/2021 11:23,R_4OpB0ZYGCgNqjmh,,,,,30.46609497,-84.10710144,anonymous,EN,A171UXH8M8F6HS,TRUE,TRUE,TRUE,Yes,Yes,Yes,43,Female,United States of America,Some College,Computer Information Sciences,Firefox,84,Macintosh,1920x1080,,A171UXH8M8F6HS,3SBX2M1TKDNDETZ5IX4RU14M8NI4QM,3CCZ6YKWR7JR4XKD52HH1IG6OD1595,hardmap,FL_82
1/28/2021 11:15,1/28/2021 11:25,IP Address,68.206.246.10,100,610,TRUE,1/28/2021 11:25,R_BsoUp0Y3l0b72xP,,,,,31.77749634,-106.490303,anonymous,EN,A2TXZVXQU5FQZ9,TRUE,TRUE,TRUE,Yes,Yes,Yes,35,Male,United States of America,4-year College Degree,Electrical Engineering,Chrome,88.0.4324.104,Windows NT 10.0,1280x720,,A2TXZVXQU5FQZ9,3XDSWAMB22SG9XCKBCA9DZGA00YQCK,3TS1AR6UQQEFSBP9WHW69YGDIHR7FE,mediumfov,FL_79
1/28/2021 11:14,1/28/2021 11:26,IP Address,76.182.23.198,100,684,TRUE,1/28/2021 11:26,R_DMp4GAVOxHmdO7v,,,,,35.58309937,-78.7881012,anonymous,EN,A2IQ0QCTQ3KWLT,TRUE,TRUE,TRUE,Yes,Yes,Yes,49,Female,United States of America,High School / GED,education,Chrome,87.0.4280.141,Macintosh,1680x1050,,A2IQ0QCTQ3KWLT,3XDSWAMB22SG9XCKBCA9DZGA00YQCK,3C5W7UE9CFQFD0NH0H4HYNDAHBHXM5,mediummap,FL_80
1/28/2021 11:18,1/28/2021 11:28,IP Address,92.119.17.82,100,591,TRUE,1/28/2021 11:28,R_9uBSIJaWjYWtGs9,,,,,33.74850464,-84.38710022,anonymous,EN,A2MS1GQLGAX9FZ,TRUE,TRUE,TRUE,Yes,Yes,Yes,22,Female,United States of America,4-year College Degree,Nursing,Chrome,88.0.4324.104,Windows NT 10.0,1366x768,,A2MS1GQLGAX9FZ,3SBX2M1TKDNDETZ5IX4RU14M8NI4QM,3VE8AYVF8MXJSPUS6MOCNYC8T1XF89,easymap,FL_78
1/28/2021 11:23,1/28/2021 11:28,IP Address,72.132.148.59,100,305,TRUE,1/28/2021 11:28,R_A0XwrVf8Ip54kp3,,,,,33.92419434,-116.8853989,anonymous,EN,A22ZYDQ7VRH6EL,TRUE,TRUE,TRUE,Yes,Yes,Yes,49,Male,United States of America,4-year College Degree,Mechanical Engineering,Chrome,88.0.4324.104,Windows NT 10.0,1600x900,,A22ZYDQ7VRH6EL,3MYASTQBG7BQEPIYB85KX5YSL0AQDK,3QEMNNSB2XZIURBD5B1GLYDS64B7D3,hardmap,FL_82
1/28/2021 11:26,1/28/2021 11:28,IP Address,47.201.61.127,100,143,TRUE,1/28/2021 11:28,R_3D5OLyiGoiNTyrl,,,,,27.13890076,-82.45480347,anonymous,EN,A2QPMJ4GADLUW2,TRUE,TRUE,TRUE,Yes,Yes,Yes,41,Male,United States of America,4-year College Degree,Political Science,Chrome,88.0.4324.104,Windows NT 10.0,1366x768,,A2QPMJ4GADLUW2,3XDSWAMB22SG9XCKBCA9DZGA00YQCK,3RRCEFRB7MCSW7VAPHC3NW5ICH9B4G,easyfov,FL_77
1/28/2021 11:31,1/28/2021 11:35,IP Address,107.146.243.120,100,235,TRUE,1/28/2021 11:35,R_cSizQJofFuPRDyh,,,,,35.29760742,-119.0484009,anonymous,EN,A19ZWBQT8A3LIR,TRUE,TRUE,TRUE,Yes,Yes,Yes,31,Male,United States of America,4-year College Degree,Political Science,Chrome,88.0.4324.96,Macintosh,1440x900,,A19ZWBQT8A3LIR,3XDSWAMB22SG9XCKBCA9DZGA00YQCK,3OE22WJIGIOEHBREN50BVPYBXUXUQX,mediummap,FL_80
1/28/2021 11:39,1/28/2021 11:42,IP Address,97.115.122.151,100,208,TRUE,1/28/2021 11:42,R_1IZzaUD6dhQ0QYA,,,,,45.57769775,-122.6795044,anonymous,EN,A1EH9BPKYXFBS5,TRUE,TRUE,TRUE,Yes,Yes,Yes,53,Female,United States of America,Masters Degree,chemistry,Chrome,87.0.4280.141,Windows NT 10.0,1280x800,,A1EH9BPKYXFBS5,3SBX2M1TKDNDETZ5IX4RU14M8NI4QM,3YOH7BII097SJNIJFQQJVPOLCVFVKW,mediumfov,FL_79
1/28/2021 11:37,1/28/2021 11:43,IP Address,24.120.111.170,100,339,TRUE,1/28/2021 11:43,R_32VesMS1KH0ulRa,,,,,30.39900208,-88.64050293,anonymous,EN,A10HW8JXM17XLD,TRUE,TRUE,TRUE,Yes,Yes,Yes,41,Female,United States of America,4-year College Degree,Nursing,Chrome,88.0.4324.104,Windows NT 10.0,1920x1080,,A10HW8JXM17XLD,3MYASTQBG7BQEPIYB85KX5YSL0AQDK,3XXU1SWE8MV6E98H02P5GIVZDN8A04,hardfov,FL_81
1/28/2021 11:42,1/28/2021 11:46,IP Address,71.182.149.38,100,266,TRUE,1/28/2021 11:46,R_2QE4ey1gPfHiEgy,,,,,40.50369263,-80.06829834,anonymous,EN,A324VBRLXHG5IB,TRUE,TRUE,TRUE,Yes,Yes,Yes,42,Female,United States of America,2-year College Degree,phlebotomy,Chrome,88.0.4324.104,Windows NT 10.0,1920x1080,,A324VBRLXHG5IB,3SBX2M1TKDNDETZ5IX4RU14M8NI4QM,3OF2M9AATGO9S7NTGNFMGV1H06LKZL,easymap,FL_78
1/28/2021 11:53,1/28/2021 12:00,IP Address,71.175.44.119,100,466,TRUE,1/28/2021 12:00,R_33daOaV28AP9Cpg,,,,,39.852005,-75.5007019,anonymous,EN,AA4O2W236E3FW,TRUE,TRUE,TRUE,Yes,Yes,Yes,49,Female,United States of America,Less than High School,N/A,Chrome,88.0.4324.104,Windows NT 10.0,1280x720,,AA4O2W236E3FW,3MYASTQBG7BQEPIYB85KX5YSL0AQDK,3OJSZ2ATDSWNQEWKQ5JXNMP0TND57T,mediummap,FL_80
1/28/2021 11:59,1/28/2021 12:01,IP Address,73.110.37.76,100,106,TRUE,1/28/2021 12:01,R_217yZl6iLCUUcks,,,,,41.49339294,-87.35479736,anonymous,EN,A1KWC8TW8ANBQ8,TRUE,TRUE,TRUE,Yes,Yes,Yes,56,Female,United States of America,2-year College Degree,Information Technology,Chrome,88.0.4324.104,Windows NT 10.0,1536x864,,A1KWC8TW8ANBQ8,3MYASTQBG7BQEPIYB85KX5YSL0AQDK,3Q5ZZ9ZEVOFRQS130AB31MLV47J58G,hardfov,FL_81
1/28/2021 12:06,1/28/2021 12:07,IP Address,97.80.69.211,100,102,TRUE,1/28/2021 12:07,R_pv2eb8jRmYS64ff,,,,,30.56610107,-90.10980225,anonymous,EN,A12XVSIL669PVI,TRUE,TRUE,TRUE,Yes,Yes,Yes,46,Male,United States of America,4-year College Degree,Computer Science,Firefox,82,Ubuntu,1920x1080,,A12XVSIL669PVI,3XDSWAMB22SG9XCKBCA9DZGA00YQCK,3QFUFYSY9YFI9O7QUJYZ6MW3RF1F42,easyfov,FL_77
